Date,Close,log_return,rsi_14,macd,macd_signal,bb_upper,bb_lower,sma_20,volume_log
2018-01-30,58.38594055175781,-0.007707881675686989,79.15154257852197,1.3070690690362952,1.1028135866438946,59.86578215329199,52.927282345609385,56.396532249450686,17.435522159561778
2018-01-31,58.62644958496094,0.0041108359827248175,80.4075958897031,1.2942703381405636,1.1411049369432285,59.930486218812334,53.40315979254021,56.66682300567627,17.399640448639953
2018-02-01,58.59520721435547,-0.0005330477694701186,79.73557380992776,1.2670010540213568,1.1662841603588543,60.031499731187814,53.74880460536004,56.89015216827393,18.112986435838106
2018-02-02,55.50128173828125,-0.054246790218039555,42.158536222477075,0.9843886019445875,1.129905048676001,59.92982051917067,53.96672336510668,56.948271942138675,18.58485531062621
2018-02-05,52.68406677246094,-0.05209304331875362,28.83362167283549,0.5270153889193594,1.0093271167246727,60.280189581399476,53.37881806325384,56.82950382232666,18.24095582497456
2018-02-06,53.77703094482422,0.020533370343939417,37.13513921211441,0.24985670427136597,0.8574330342340114,60.40575800373099,53.105570502738736,56.75566425323486,18.154499215996307
2018-02-07,52.337928771972656,-0.027125118139891137,31.864533004597533,-0.08493795651246927,0.6689588360847153,60.715371525731825,52.51140879348205,56.613390159606936,17.765638288678208
2018-02-08,49.97247695922852,-0.046248930700917165,25.46643573539602,-0.5349705224564616,0.4281729643764799,61.39190640312404,51.326921798169906,56.35941410064697,18.017093885827826
2018-02-09,51.88467025756836,0.037550982728005486,36.55647220087542,-0.7289239731438073,0.19675357687242248,61.59258829016004,50.80003561120715,56.196311950683594,18.404144785479
2018-02-12,52.29578399658203,0.007892380119977596,38.66934602110707,-0.8397795809901325,-0.010553054700088521,61.67946226527585,50.33583123753177,56.00764675140381,17.845138823247623
2018-02-13,52.27494812011719,-0.00039850302888434183,38.59918452583052,-0.9187242487245939,-0.1921872935049896,61.72968289272967,49.90594866854963,55.81781578063965,17.268224574071734
2018-02-14,53.19533920288086,0.017453530668664206,43.47779779758606,-0.8966841812450994,-0.3330866710530116,61.668932440028925,49.63742055679725,55.65317649841309,17.536469929752354
2018-02-15,54.12069320678711,0.01724582837820154,47.955139992241236,-0.7953802855436152,-0.42554539395113233,61.586981023008796,49.498150431458974,55.542565727233885,17.43707433153417
2018-02-16,54.32599639892578,0.0037862554984265055,48.92187760242485,-0.6905695110707839,-0.47855021737506265,61.4652194472213,49.38187909403847,55.423549270629884,17.503089191377704
2018-02-20,54.72718048095703,0.0073576195271900765,50.84339927633919,-0.5685797808109854,-0.49655613006224725,61.222158464553814,49.32457310282899,55.2733657836914,17.334609516404683
2018-02-21,55.23101806640625,0.009164230012031012,53.223365988323565,-0.4263320675994038,-0.4825113175696786,60.89140149183879,49.34578875474324,55.118595123291016,17.540866602992743
2018-02-22,55.04008865356445,-0.003462912621798307,52.19212311032989,-0.32525678029453076,-0.45106041011464904,60.567913998720414,49.36484204376005,54.96637802124023,17.148072182937828
2018-02-23,55.942138671875,0.016256114239204558,56.48222649800516,-0.17040170438936997,-0.3949286689695932,60.1884687126649,49.47625258555287,54.832360649108885,17.045998737698834
