Date,Close,log_return,rsi_14,macd,macd_signal,bb_upper,bb_lower,sma_20,volume_log
2018-01-30,39.0305061340332,-0.005911664281929487,26.69812308385734,-0.17812774579284962,0.09224734846861339,42.322669530224196,39.18111426799357,40.751891899108884,19.03149359850274
2018-01-31,39.138031005859375,0.0027511053315807696,29.049172577457483,-0.26271958355372504,0.021253962064145704,42.41380115382483,38.97707790501307,40.69543952941895,18.682395574506373
2018-02-01,39.21984100341797,0.002088112532577886,30.86602778103314,-0.3194751308995549,-0.046891856528594414,42.47642290089507,38.81043355967622,40.64342823028564,19.056851146528512
2018-02-02,37.518096923828125,-0.04435936558781166,19.614481069507363,-0.49605265005915555,-0.13672401523470665,42.80301657476525,38.19094323358436,40.49697990417481,19.66303314144317
2018-02-05,36.58072662353516,-0.025301894483157113,16.12716614016621,-0.7035198169447838,-0.2500831755767221,43.16405535334921,37.397220510298254,40.28063793182373,19.488675740476097
2018-02-06,38.10950469970703,0.040942211482694384,36.085759117820764,-0.7360941915685899,-0.3472853787750957,43.179053585660185,37.11760969864157,40.14833164215088,19.424891510195298
2018-02-07,37.29367446899414,-0.021639991217901475,31.744487525165724,-0.8183073616974639,-0.44148977535956935,43.246338607496355,36.704596756273176,39.975467681884766,19.145493249195155
2018-02-08,36.267486572265625,-0.02790207379757132,27.296180372964656,-0.9552550923158307,-0.5442428387508217,43.39303338921516,36.11048948370964,39.7517614364624,19.197994429939506
2018-02-09,36.71107864379883,0.012156926720729322,31.74844113655361,-1.0162779628225493,-0.6386498635651672,43.37274018345596,35.704588307754975,39.53866424560547,19.459862867365025
2018-02-12,38.18976211547852,0.039488892333849585,44.04859369336595,-0.9345487329964186,-0.6978296374514175,43.15308180191296,35.60361032150013,39.378346061706544,19.309715384430174
2018-02-13,38.57233810424805,0.009967917901642106,46.723806205843964,-0.8293468503191548,-0.7241330800249649,42.938986491619914,35.55636453682247,39.24767551422119,18.684557717544426
2018-02-14,39.28351211547852,0.018269501652188134,51.37778960874307,-0.6807406467522625,-0.7154545933704245,42.59886385370261,35.638239799251494,39.11855182647705,18.906678292103283
2018-02-15,40.60258483886719,0.03302683876530549,58.60140745268297,-0.45132838229987726,-0.662629351156315,42.358919477865484,35.74810414273999,39.05351181030274,19.136512673913344
2018-02-16,40.47114181518555,-0.003242558206569323,57.68177942631681,-0.2769315686516691,-0.585489794655386,42.12807493898392,35.85442475584029,38.99124984741211,18.89507721676709
2018-02-20,40.33501815795898,-0.0033691437889115023,56.68960431550355,-0.1479988403738446,-0.49799160379907775,41.94125830026411,35.93723405508257,38.93924617767334,18.72611924136136
2018-02-21,40.151947021484375,-0.00454909566478636,55.31164249033152,-0.05990053890202063,-0.4103733908196664,41.7143402805744,36.040903402286936,38.87762184143067,18.825388238477153
2018-02-22,40.48757553100586,0.008324217131821233,57.35806054748706,0.036578758325788385,-0.32098296099057544,41.67169081362309,36.05978539792477,38.86573810577393,18.63553080717109
2018-02-23,41.19169998168945,0.01724162927063364,61.35617596333438,0.1679205712132088,-0.2232022545498186,41.87961543964181,35.97120548320976,38.925410461425784,18.722632525594094
2018-02-26,42.00615310668945,0.01957933078791185,65.39752943930446,0.3338806958832521,-0.11178566446320447,42.24610395189619,35.79615640882159,39.02113018035889,18.84365042254504
2018-02-27,41.87003326416016,-0.0032457355995427145,64.18930001179328,0.44924296343285164,0.0004200611160067591,42.6192914538934,35.683779758875154,39.15153560638428,18.863521280389175
2018-02-28,41.80665588378906,-0.0015148159693128141,63.60012601208367,0.529451183011254,0.10622628549505622,42.95439278377416,35.626293403969974,39.29034309387207,18.833640371195223
2018-03-01,41.07435607910156,-0.01767157143469453,57.080697578391934,0.5278416705348121,0.1905493625030074,43.13561927656018,35.63869941850818,39.38715934753418,19.08957621983276
2018-03-02,41.35836791992188,0.006890781981948095,58.84279389481615,0.5432215820157396,0.26108380640555384,43.343105368320664,35.64506601839808,39.494085693359374,18.851267647335582
2018-03-05,41.50152969360352,0.0034555175726258595,59.74006840021323,0.5605011233042774,0.32096726978529855,43.52396256146105,35.86255210223524,39.693257331848145,18.54824336761336
2018-03-06,41.46632766723633,-0.0008485702680359371,59.39716606272795,0.5648436094092659,0.369742537710092,43.54937212024208,36.32570264782433,39.937537384033206,18.371007200218074
2018-03-07,41.08139801025391,-0.009326300486506945,55.636514992026505,0.5311022385993667,0.402014477887947,43.625103634128244,36.54716046499285,40.08613204956055,18.658232011852856
2018-03-08,41.52968597412109,0.010853080301889154,58.90012464387711,0.5343751077194909,0.42848660385425574,43.63447222313906,36.961393026494726,40.297932624816895,18.37040168242516
2018-03-09,42.24319839477539,0.01703485991319035,63.502337929919946,0.5877679463390706,0.46034287235121873,43.44862303745261,37.74481339443215,40.59671821594238,18.67331164641186
2018-03-12,42.65160751342773,0.009621607941640617,65.85891745695841,0.6554813769866357,0.49937057327830214,43.23303588158113,38.55445343726653,40.89374465942383,18.673991851985335
2018-03-13,42.24087524414063,-0.009676604121045422,61.554402206753835,0.6682983695225175,0.5331561325271452,43.13156880144605,39.06103183026782,41.096300315856936,18.657916539511763
2018-03-14,41.88175582885742,-0.008538049566429192,57.98581609608183,0.642076534312686,0.5549402128842534,42.939799645703566,39.58374275847124,41.2617712020874,18.58172419396545
2018-03-15,41.93104553222656,0.0011761856960041347,58.34278411181305,0.6181471920744599,0.5675816087222947,42.81273871405969,39.97555703178992,41.394147872924805,18.326097510858244
2018-03-16,41.78318786621094,-0.0035324415875843456,56.784189637449884,0.5805598059426913,0.570177248166374,42.83074176114599,40.075614287438,41.453178024291994,18.875690023958168
2018-03-19,41.144775390625,-0.015397100395835799,50.50989832812182,0.4935674420497804,0.5548552869430554,42.79449048484656,40.179228921281364,41.48685970306396,18.711761043384858
2018-03-20,41.13068389892578,-0.0003425442278581247,50.377581570064656,0.4186622237981368,0.5276166743140717,42.7310633400441,40.32222264018051,41.52664299011231,18.179851735305142
2018-03-21,40.19888687133789,-0.02291510436970438,42.45731321276423,0.280873332952396,0.4782680060417366,42.72226252297652,40.335717442233445,41.52898998260498,18.814205522539456
2018-03-22,39.63088607788086,-0.014230539755899009,38.48530763735,0.12440763343334282,0.4074959315200578,42.88126580336621,40.09104521653125,41.48615550994873,18.927276641023123
2018-03-23,38.71316909790039,-0.023428936799216257,33.09766046892645,-0.07280539602798086,0.3114356660104501,43.22830699692995,39.496150934588606,41.36222896575928,18.916079184311325
2018-03-26,40.55096435546875,0.04637973324564925,48.61215503695091,-0.07988258778250668,0.23317201525185874,43.16329519784269,39.415643858553786,41.28946952819824,18.827243922294016
2018-03-27,39.511173248291016,-0.025976063211347995,42.593817417844505,-0.16746335240456034,0.15304494172057495,43.18335365819816,39.159699396611416,41.17152652740479,18.913487402870118
2018-03-28,39.07462692260742,-0.011110170417095683,40.33597733282015,-0.2689965546284583,0.06863664245076831,43.22801371897098,38.84183643972043,41.034925079345705,18.93155037275012
2018-03-29,39.37974548339844,0.0077782815611305706,42.62521386084963,-0.3211399298162405,-0.009318672002633456,43.26446419215437,38.63592490696673,40.95019454956055,18.84982332192556
2018-04-02,39.12156295776367,-0.006577812820523663,41.18521427476937,-0.37892904427533836,-0.08324074645717444,43.282138341993374,38.394570260911905,40.83835430145264,18.828457850664165
2018-04-03,39.52291870117188,0.010206926650613825,44.333519846206315,-0.38787015391557134,-0.14416662794885382,43.22991963226047,38.24892787140164,40.739423751831055,18.612226303530672
2018-04-04,40.278690338134766,0.018941829445580226,49.784492527582756,-0.3301656487886291,-0.1813664321168089,43.15414217158579,38.20594159916617,40.68004188537598,18.74581755527697
2018-04-05,40.5579948425293,0.006910367866834314,51.66808222218465,-0.2589122937227799,-0.1968756044380031,43.12116000073879,38.18658345324071,40.65387172698975,18.495164654718025
2018-04-06,39.52057647705078,-0.025911461496431292,44.92717652456691,-0.282893468695427,-0.21407917728948786,43.0341275572577,38.07270494701476,40.55341625213623,18.757304404822634
2018-04-09,39.91254806518555,0.009869302560954751,47.70340170987672,-0.26718989255560643,-0.2247013203427116,42.799527774038104,38.07423969727537,40.436883735656735,18.569710916329004
2018-04-10,40.66361618041992,0.018642978990580844,52.63085291787971,-0.1919273562728918,-0.21814652752874764,42.463202042060246,38.211766295952444,40.337484169006345,18.548496844113103
2018-04-11,40.47348785400391,-0.004686602428828842,51.31281792397947,-0.14594070737490483,-0.2037053634979791,42.17965220862956,38.318577390369455,40.24911479949951,18.312275609253305
2018-04-12,40.87250900268555,0.009810546664172385,53.92091727002605,-0.0764173927323668,-0.17824776934485664,41.99779286184317,38.39951205453867,40.19865245819092,18.332474482463407
2018-04-13,41.01098251342773,0.0033822114856660625,54.825316290566825,-0.010030385899298722,-0.14460429265574506,41.806459769884576,38.498838844617374,40.152649307250975,18.425640434329296
2018-04-16,41.2668342590332,0.006219235762766291,56.52324610314008,0.062506358544141,-0.10318216241576786,41.686932435520426,38.56673081826376,40.12683162689209,18.27349774502636
2018-04-17,41.8348274230957,0.013670051780579314,60.10792794602412,0.1639348140470389,-0.0497587671232065,41.842081278928745,38.48058717810251,40.16133422851563,18.482919131183966
2018-04-18,41.740943908691406,-0.002246669157775754,59.238510109264716,0.23404406647948406,0.007001799597331604,41.96624009297908,38.41745436502873,40.191847229003905,18.23456802176398
2018-04-19,40.5579948425293,-0.028749594161683698,49.51926810233653,0.1919394918369406,0.04398933804525341,41.99174711611205,38.4278581390149,40.20980262756348,18.751675154642772
2018-04-20,38.896244049072266,-0.04183522928528079,39.67234269358536,0.024202915737660646,0.04003205358373486,42.0338064350627,38.312334617183396,40.17307052612305,19.383719178447855
2018-04-23,38.78357696533203,-0.0029008090202535097,39.10457607456,-0.1164781339346419,0.0087300160800595,42.02592868975023,38.32725314923903,40.17659091949463,18.79954175391177
2018-04-24,38.243743896484375,-0.014016894300496376,36.41542900858094,-0.2684345500368579,-0.04670289714332398,42.09125801290891,38.03120178018192,40.06122989654541,18.71906534695744
2018-04-25,38.41039657592773,0.004348178480291128,37.83664125925665,-0.37113540816662294,-0.11158939934798377,42.15521385675591,37.85716826909858,40.00619106292724,18.54756359265855
2018-04-26,38.54418182373047,0.0034769960506049855,39.0150886626238,-0.43669725265250037,-0.1766109700088871,42.189337073997805,37.770000541969,39.9796688079834,18.53268713577168
2018-04-27,38.098236083984375,-0.011637179111851914,36.52923914837319,-0.5186607823844085,-0.24502093248399137,42.268207943989445,37.56297873203595,39.9155933380127,18.77571675257003
2018-04-30,38.78826904296875,0.01794987260797498,42.6213153021179,-0.5219211946213633,-0.3004009849114658,42.27977767835751,37.51807960618839,39.89892864227295,18.949599304915214
